Model_Index,Bird_Species,Wiki_Summary
826,Quiscalus Quiscula,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
827,Sturnella Magna,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
828,Sturnella Neglecta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
829,Xanthocephalus Xanthocephalus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
830,Icteria Virens,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
831,Lanius Borealis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
832,Lanius Collaris,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
833,Lanius Collurio,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
834,Lanius Cristatus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
835,Lanius Excubitor,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
836,Lanius Ludovicianus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
837,Lanius Minor,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
838,Lanius Schach,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
839,Lanius Senator,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
840,Garrulax Perspicillatus,Summary currently unavailable.
841,Turdoides Striata,Summary currently unavailable.
842,Dryoscopus Cubla,Summary currently unavailable.
843,Laniarius Ferrugineus,Summary currently unavailable.
844,Telophorus Zeylonus,Summary currently unavailable.
845,Malurus Cyaneus,Summary currently unavailable.
846,Malurus Melanocephalus,Summary currently unavailable.
847,Malurus Splendens,Summary currently unavailable.
848,Acanthorhynchus Tenuirostris,Summary currently unavailable.
849,Anthochaera Carunculata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
850,Anthochaera Chrysoptera,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
851,Anthornis Melanura,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
852,Caligavis Chrysops,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
853,Entomyzon Cyanotis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
854,Gavicalis Virescens,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
855,Lichmera Indistincta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
856,Manorina Melanocephala,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
857,Meliphaga Lewinii,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
858,Myzomela Sanguinolenta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
859,Philemon Corniculatus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
860,Phylidonyris Niger,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
861,Phylidonyris Novaehollandiae,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
862,Prosthemadera Novaeseelandiae,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
863,Ptilotula Penicillata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
864,Menura Novaehollandiae,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
865,Dumetella Carolinensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
866,Melanotis Caerulescens,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
867,Mimus Gilvus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
868,Mimus Longicaudatus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
869,Mimus Polyglottos,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
870,Mimus Saturninus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
871,Oreoscoptes Montanus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
872,Toxostoma Curvirostre,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
873,Toxostoma Longirostre,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
874,Toxostoma Redivivum,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
875,Toxostoma Rufum,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
876,Grallina Cyanoleuca,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
877,Hypothymis Azurea,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
878,Terpsiphone Paradisi,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
879,Terpsiphone Viridis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
880,Anthus Campestris,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
881,Anthus Cervinus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
882,Anthus Cinnamomeus,Summary currently unavailable.
883,Anthus Hodgsoni,Summary currently unavailable.
884,Anthus Novaeseelandiae,Summary currently unavailable.
885,Anthus Petrosus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
886,Anthus Pratensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
887,Anthus Rubescens,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
888,Anthus Rufulus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
889,Anthus Spinoletta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
890,Anthus Trivialis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
891,Macronyx Croceus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
892,Motacilla Aguimp,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
893,Motacilla Alba,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
894,Motacilla Capensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
895,Motacilla Cinerea,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
896,Motacilla Citreola,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
897,Motacilla Flava,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
898,Motacilla Tschutschensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
899,Copsychus Fulicatus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
900,Copsychus Malabaricus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
901,Copsychus Saularis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
902,Cossypha Caffra,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
903,Erithacus Rubecula,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
904,Eumyias Thalassinus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
905,Ficedula Hypoleuca,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
906,Luscinia Luscinia,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
907,Luscinia Megarhynchos,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
908,Luscinia Svecica,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
909,Melaenornis Silens,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
910,Monticola Solitarius,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
911,Muscicapa Adusta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
912,Muscicapa Dauurica,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
913,Muscicapa Striata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
914,Myophonus Caeruleus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
